"id","type","value","id_jo","id_country"
3445,"bronze",1,7,119
3446,"silver",8,4,181
3447,"none",3,13,92
3448,"bronze",7,26,181
3449,"none",2,3,55
3450,"none",6,7,151
3451,"silver",3,1,119
3452,"bronze",4,1,119
3453,"gold",5,13,119
3454,"silver",5,13,119
3455,"gold",0,4,240
3456,"none",3,10,240
3457,"none",5,10,11
3458,"none",2,22,47
3459,"none",13,20,39
3460,"none",2,18,25
3461,"bronze",0,19,0
3462,"none",15,0,239
3463,"none",28,17,115
3464,"none",5,14,247
3465,"none",7,24,29
3466,"none",4,19,235
3467,"none",11,20,247
3468,"none",1,7,133
3469,"none",3,14,133
3470,"bronze",6,12,118
3471,"bronze",2,19,146
3472,"none",21,0,248
3473,"none",3,12,123
3474,"gold",6,1,118
3475,"none",16,18,247
3476,"none",16,20,133
3477,"none",6,13,247
3478,"none",17,18,248
3479,"none",4,13,133
3480,"none",10,18,150
3481,"none",6,7,94
3482,"none",1,1,25
3483,"none",1,7,25
3484,"none",1,14,25
3485,"silver",2,13,62
3486,"none",19,8,62
3487,"none",32,14,62
3488,"none",22,13,62
3489,"none",22,1,62
3490,"gold",3,0,62
3491,"none",4,28,62
3492,"silver",15,8,178
3493,"silver",1,5,178
3494,"gold",2,5,178
3495,"silver",2,11,178
3496,"silver",8,1,178
3497,"none",50,9,178
3498,"gold",13,1,178
3499,"silver",12,14,178
3500,"bronze",8,14,178
3501,"none",12,16,178
3502,"none",13,15,178
3503,"bronze",8,14,35
3504,"bronze",1,8,62
3505,"none",6,8,247
3506,"none",9,21,141
3507,"none",6,1,247
3508,"bronze",0,1,218
3509,"none",0,8,125
3510,"none",5,13,39
3511,"none",9,22,151
3512,"silver",2,12,64
3513,"gold",3,15,238
3514,"none",10,23,9
3515,"bronze",3,18,64
3516,"bronze",3,19,64
3517,"bronze",1,19,106
3518,"none",22,1,243
3519,"bronze",2,12,160
3520,"none",30,24,243
3521,"none",2,3,106
3522,"none",3,5,122
3523,"bronze",6,13,174
3524,"silver",5,25,174
3525,"none",27,17,14
3526,"none",47,7,219
3527,"bronze",5,14,180
3528,"none",2,28,172
3529,"bronze",2,12,197
3530,"bronze",1,1,179
3531,"gold",0,13,61
3532,"none",15,7,196
3533,"none",7,3,56
3534,"none",16,0,141
3535,"none",6,26,31
3536,"silver",1,8,157
3537,"none",10,23,19
3538,"none",23,18,16
3539,"none",16,8,16
3540,"silver",1,8,16
3541,"gold",2,7,16
3542,"none",7,0,131
3543,"none",6,13,237
3544,"none",16,15,234
3545,"none",4,7,100
3546,"silver",1,20,41
3547,"none",7,28,13
3548,"none",0,7,33
3549,"none",7,23,169
3550,"none",6,27,13
3551,"none",3,14,94
3552,"silver",0,3,157
3553,"none",8,4,157
3554,"silver",4,19,57
3555,"gold",2,28,238
3556,"gold",4,24,234
3557,"bronze",4,8,174
3558,"none",3,19,199
3559,"gold",1,20,157
3560,"bronze",1,23,157
3561,"gold",1,19,157
3562,"none",4,26,145
3563,"none",6,14,2
3564,"none",16,14,239
3565,"none",1,1,85
3566,"none",5,25,16
3567,"silver",1,20,157
3568,"none",6,21,92
3569,"none",1,14,186
3570,"none",4,12,186
3571,"gold",5,9,216
3572,"gold",3,23,180
3573,"gold",5,24,180
3574,"gold",1,10,113
3575,"none",2,7,43
3576,"none",4,11,110
3577,"bronze",2,19,31
3578,"bronze",2,23,31
3579,"bronze",0,12,242
3580,"gold",1,25,16
3581,"none",4,22,210
3582,"bronze",0,5,234
3583,"none",4,0,190
3584,"none",14,21,16
3585,"none",6,7,127
3586,"none",2,25,24
3587,"none",6,22,248
3588,"none",12,19,47
3589,"none",3,8,127
3590,"none",7,14,210
3591,"none",7,1,210
3592,"bronze",2,0,203
3593,"gold",2,7,203
3594,"silver",1,14,203
3595,"bronze",2,1,203
3596,"none",4,14,168
3597,"bronze",3,13,227
3598,"silver",0,20,220
3599,"bronze",6,18,155
3600,"gold",2,20,57
3601,"bronze",2,28,238
3602,"bronze",1,19,41
3603,"silver",3,23,220
3604,"gold",2,24,220
3605,"none",8,11,28
3606,"bronze",3,20,41
3607,"none",9,5,157
3608,"none",5,13,136
3609,"none",5,0,136
3610,"none",6,17,21
3611,"bronze",4,9,41
3612,"gold",0,6,234
3613,"none",3,14,150
3614,"gold",4,19,180
3615,"silver",0,14,248
3616,"gold",0,14,248
3617,"bronze",0,14,248
3618,"silver",2,12,248
3619,"gold",0,12,248
3620,"none",7,1,248
3621,"silver",4,0,157
3622,"silver",0,1,21
3623,"none",0,14,33
3624,"gold",8,22,13
3625,"bronze",0,29,41
3626,"gold",5,12,209
3627,"gold",0,23,225
3628,"none",2,4,192
3629,"gold",1,10,80
3630,"gold",0,1,10
3631,"silver",1,18,21
3632,"none",0,9,33
3633,"silver",1,25,41
3634,"none",7,13,145
3635,"none",6,18,213
3636,"gold",0,18,31
3637,"none",1,12,38
3638,"gold",4,23,104
3639,"bronze",15,24,104
3640,"bronze",2,14,104
3641,"silver",4,12,104
3642,"bronze",5,1,104
3643,"silver",2,13,104
3644,"gold",8,13,104
3645,"none",5,7,158
3646,"silver",1,10,216
3647,"bronze",2,4,216
3648,"bronze",3,23,21
3649,"bronze",12,21,46
3650,"bronze",0,1,176
3651,"none",21,8,19
3652,"gold",0,29,234
3653,"silver",2,0,114
3654,"bronze",4,19,180
3655,"gold",2,3,41
3656,"gold",6,8,104
3657,"silver",1,9,174
3658,"gold",11,0,104
3659,"gold",3,0,174
3660,"none",1,1,193
3661,"none",1,14,193
3662,"none",0,19,170
3663,"none",2,12,98
3664,"none",3,1,98
3665,"bronze",5,13,31
3666,"bronze",2,21,31
3667,"none",3,14,213
3668,"gold",2,7,108
3669,"none",0,25,159
3670,"none",1,19,159
3671,"bronze",0,20,159
3672,"none",10,2,157
3673,"none",4,21,1
3674,"gold",0,10,35
3675,"bronze",3,18,216
3676,"none",6,0,152
3677,"gold",4,14,164
3678,"silver",3,2,164
3679,"none",1,19,121
3680,"gold",1,13,78
3681,"gold",1,23,113
3682,"none",6,2,146
3683,"none",5,21,85
3684,"gold",4,12,180
3685,"silver",5,18,113
3686,"gold",7,24,113
3687,"none",4,11,220
3688,"none",3,26,220
3689,"none",5,9,220
3690,"none",3,7,23
3691,"none",4,12,144
3692,"none",5,1,144
3693,"none",6,18,127
3694,"none",9,26,90
3695,"none",4,12,23
3696,"none",6,28,146
3697,"none",3,0,27
3698,"none",6,8,27
3699,"none",7,7,27
3700,"none",21,11,104
3701,"none",4,22,24
3702,"none",5,21,241
3703,"silver",0,11,20
3704,"none",3,12,27
3705,"gold",7,0,80
3706,"none",2,1,120
3707,"gold",4,20,234
3708,"bronze",11,14,234
3709,"silver",12,12,234
3710,"bronze",3,7,164
3711,"gold",8,26,238
3712,"silver",2,21,41
3713,"none",12,0,16
3714,"bronze",8,8,20
3715,"none",1,18,18
3716,"gold",1,19,41
3717,"none",11,21,243
3718,"none",9,0,243
3719,"none",5,16,155
3720,"bronze",0,6,155
3721,"gold",3,14,155
3722,"none",7,5,21
3723,"none",6,11,21
3724,"silver",2,13,41
3725,"bronze",10,8,155
3726,"silver",0,21,45
3727,"gold",2,11,155
3728,"bronze",2,24,155
3729,"bronze",6,0,155
3730,"none",15,0,242
3731,"none",10,14,26
3732,"silver",1,29,155
3733,"bronze",1,24,31
3734,"none",9,14,131
3735,"none",7,24,95
3736,"silver",2,7,21
3737,"silver",0,2,113
3738,"gold",1,17,234
3739,"bronze",2,4,234
3740,"bronze",0,2,220
3741,"silver",2,2,220
3742,"silver",0,28,80
3743,"bronze",0,29,80
3744,"bronze",1,12,203
3745,"gold",1,8,21
3746,"bronze",1,12,75
3747,"gold",2,1,75
3748,"gold",2,7,209
3749,"bronze",2,5,80
3750,"none",2,14,190
3751,"none",5,29,10
3752,"silver",0,13,10
3753,"none",7,23,68
3754,"silver",7,8,35
3755,"bronze",1,7,175
3756,"gold",2,19,143
3757,"none",3,20,68
3758,"none",11,8,28
3759,"none",1,12,25
3760,"bronze",1,19,10
3761,"silver",0,20,10
3762,"gold",3,8,227
3763,"silver",0,13,35
3764,"none",3,15,227
3765,"none",3,16,227
3766,"silver",6,13,15
3767,"gold",3,19,155
3768,"none",2,12,222
3769,"gold",15,8,46
3770,"none",1,26,51
3771,"none",4,19,107
3772,"none",4,1,100
3773,"none",2,14,153
3774,"none",0,12,153
3775,"none",1,1,153
3776,"none",2,8,153
3777,"none",2,2,106
3778,"silver",4,12,20
3779,"bronze",1,13,21
3780,"none",1,24,210
3781,"none",4,1,154
3782,"silver",4,4,113
3783,"none",0,9,66
3784,"none",8,8,196
3785,"none",6,25,196
3786,"silver",0,21,196
3787,"none",0,18,97
3788,"none",4,8,97
3789,"none",1,18,140
3790,"none",3,9,175
3791,"none",0,25,99
3792,"none",3,0,145
3793,"none",3,8,145
3794,"none",2,14,145
3795,"none",4,12,145
3796,"none",3,14,97
3797,"gold",0,12,67
3798,"silver",0,13,172
3799,"none",8,21,168
3800,"silver",1,13,75
3801,"bronze",1,14,75
3802,"gold",4,20,113
3803,"none",7,19,61
3804,"none",28,4,20
3805,"silver",2,29,164
3806,"bronze",2,13,130
3807,"none",1,7,140
3808,"silver",8,9,14
3809,"bronze",1,13,216
3810,"silver",0,15,155
3811,"gold",0,16,155
3812,"gold",1,24,216
3813,"none",9,7,70
3814,"none",8,14,70
3815,"gold",1,0,90
3816,"gold",3,8,90
3817,"gold",3,7,90
3818,"bronze",3,14,90
3819,"none",7,11,90
3820,"none",7,15,35
3821,"silver",4,19,35
3822,"none",2,10,220
3823,"none",3,5,220
3824,"none",5,13,167
3825,"none",6,24,136
3826,"none",4,18,136
3827,"none",4,0,12
3828,"none",2,8,12
3829,"none",4,14,182
3830,"none",3,12,182
3831,"silver",8,10,87
3832,"silver",3,15,238
3833,"none",5,0,29
3834,"none",1,9,114
3835,"gold",1,16,234
3836,"bronze",0,20,157
3837,"none",2,14,52
3838,"none",2,18,44
3839,"none",2,14,74
3840,"none",3,12,74
3841,"none",9,0,74
3842,"none",10,18,74
3843,"none",11,21,74
3844,"none",1,7,38
3845,"gold",0,22,35
3846,"gold",1,14,35
3847,"silver",1,14,157
3848,"none",3,7,218
3849,"none",13,21,199
3850,"silver",4,3,238
3851,"bronze",2,8,160
3852,"gold",3,8,60
3853,"gold",1,14,240
3854,"bronze",1,20,14
3855,"bronze",0,23,14
3856,"gold",2,25,155
3857,"none",2,23,5
3858,"silver",8,22,104
3859,"bronze",0,26,20
3860,"gold",4,9,20
3861,"none",3,17,146
3862,"silver",16,7,46
3863,"silver",17,14,46
3864,"bronze",5,0,35
3865,"none",4,10,110
3866,"none",8,5,110
3867,"silver",5,21,174
3868,"bronze",9,21,174
3869,"gold",0,21,209
3870,"gold",1,18,209
3871,"silver",4,10,14
3872,"none",2,21,25
3873,"none",7,6,146
3874,"bronze",0,13,146
3875,"bronze",0,8,146
3876,"bronze",1,0,146
3877,"silver",0,13,146
3878,"none",12,22,1
3879,"bronze",3,1,60
3880,"silver",1,13,60
3881,"bronze",7,13,60
3882,"silver",4,1,104
3883,"none",5,8,99
3884,"none",6,8,131
3885,"none",18,4,203
3886,"bronze",2,4,203
3887,"bronze",4,21,41
3888,"none",23,13,243
3889,"none",16,12,243
3890,"none",9,14,243
3891,"bronze",3,10,181
3892,"silver",1,14,56
3893,"silver",4,14,180
3894,"none",11,19,231
3895,"none",6,8,85
3896,"silver",2,9,124
3897,"none",0,2,64
3898,"bronze",1,28,14
3899,"none",12,3,130
3900,"none",12,4,130
3901,"none",13,11,130
3902,"silver",3,19,155
3903,"gold",3,13,41
3904,"none",16,5,56
3905,"gold",1,23,80
3906,"none",1,5,218
3907,"none",2,11,218
3908,"none",3,26,218
3909,"bronze",4,25,104
3910,"silver",1,24,64
3911,"none",7,23,45
3912,"none",7,13,24
3913,"bronze",1,24,146
3914,"gold",3,9,14
3915,"silver",1,26,124
3916,"silver",2,22,80
3917,"silver",1,19,216
3918,"bronze",3,10,238
3919,"none",1,11,64
3920,"none",11,18,239
3921,"bronze",3,22,80
3922,"none",1,13,66
3923,"none",8,14,237
3924,"silver",5,16,14
3925,"none",6,21,182
3926,"bronze",5,8,35
3927,"gold",3,13,240
3928,"bronze",3,1,106
3929,"bronze",5,21,13
3930,"silver",7,8,57
3931,"bronze",6,8,209
3932,"bronze",3,8,60
3933,"bronze",4,1,118
3934,"bronze",9,13,118
3935,"gold",0,12,35
3936,"gold",1,9,232
3937,"none",2,15,206
3938,"bronze",1,7,64
3939,"gold",2,5,14
3940,"bronze",6,21,215
3941,"bronze",7,26,87
3942,"silver",2,4,14
3943,"silver",6,26,14
3944,"bronze",6,9,215
3945,"gold",3,7,215
3946,"gold",3,15,215
3947,"silver",1,18,114
3948,"bronze",14,18,115
3949,"silver",0,12,110
3950,"bronze",1,18,160
3951,"bronze",6,3,87
3952,"silver",5,21,104
3953,"bronze",9,8,104
3954,"bronze",3,26,216
3955,"none",18,2,79
3956,"bronze",2,2,164
3957,"none",10,22,105
3958,"none",26,26,73
3959,"bronze",1,8,130
3960,"gold",0,22,79
3961,"none",23,27,79
3962,"bronze",1,12,215
3963,"silver",0,7,149
3964,"gold",1,14,149
3965,"silver",0,0,149
3966,"none",3,1,128
3967,"none",1,1,140
3968,"none",6,0,212
3969,"none",3,20,217
3970,"none",2,17,69
3971,"bronze",2,14,69
3972,"none",1,25,53
3973,"none",9,9,64
3974,"bronze",2,22,108
3975,"bronze",2,3,79
3976,"none",4,12,167
3977,"gold",1,22,64
3978,"gold",9,12,115
3979,"gold",2,8,115
3980,"gold",2,16,87
3981,"gold",15,25,115
3982,"silver",4,25,115
3983,"gold",11,19,115
3984,"silver",6,19,115
3985,"silver",1,12,73
3986,"bronze",1,13,73
3987,"bronze",2,14,107
3988,"silver",5,16,164
3989,"gold",2,16,164
3990,"bronze",3,17,164
3991,"none",8,17,104
3992,"none",6,2,104
3993,"gold",1,12,146
3994,"bronze",1,6,14
3995,"none",1,1,71
3996,"none",0,13,71
3997,"none",10,27,178
3998,"none",5,3,192
3999,"none",1,11,146
4000,"none",1,26,146
4001,"gold",4,21,119
4002,"silver",5,27,164
4003,"bronze",5,14,64
4004,"none",27,9,73
4005,"silver",2,14,227
4006,"none",2,12,230
4007,"none",6,2,5
4008,"none",6,3,5
4009,"none",7,4,5
4010,"none",5,10,5
4011,"gold",1,22,90
4012,"none",16,25,90
4013,"silver",0,1,176
4014,"bronze",1,12,143
4015,"silver",3,1,143
4016,"gold",1,12,143
4017,"silver",2,13,143
4018,"silver",2,23,209
4019,"none",12,25,45
4020,"bronze",2,1,215
4021,"silver",5,23,41
4022,"bronze",2,23,216
4023,"gold",0,12,175
4024,"none",3,28,157
4025,"none",5,27,10
4026,"none",3,1,4
4027,"none",5,21,4
4028,"bronze",0,25,143
4029,"bronze",3,9,203
4030,"none",3,23,125
4031,"silver",0,7,124
4032,"silver",4,8,174
4033,"none",6,0,150
4034,"silver",2,0,234
4035,"bronze",0,26,56
4036,"silver",2,0,79
4037,"none",6,21,224
4038,"none",14,8,108
4039,"silver",2,27,80
4040,"bronze",1,27,80
4041,"silver",3,9,46
4042,"gold",5,13,56
4043,"none",1,1,205
4044,"none",9,21,12
4045,"gold",5,2,216
4046,"none",5,21,44
4047,"none",2,18,100
4048,"silver",1,27,216
4049,"none",9,7,28
4050,"none",10,14,28
4051,"none",7,1,28
4052,"silver",1,1,216
4053,"silver",4,12,232
4054,"none",3,15,129
4055,"gold",4,16,14
4056,"silver",7,3,14
4057,"none",3,23,27
4058,"none",4,0,92
4059,"none",4,24,157
4060,"gold",3,21,157
4061,"silver",2,21,157
4062,"bronze",0,14,16
4063,"gold",1,19,215
4064,"silver",0,12,175
4065,"none",11,17,209
4066,"none",6,5,209
4067,"none",8,6,209
4068,"bronze",0,3,209
4069,"none",5,28,209
4070,"gold",0,28,209
4071,"none",3,29,209
4072,"gold",1,14,206
4073,"gold",3,8,31
4074,"silver",2,0,206
4075,"gold",4,26,215
4076,"silver",2,24,14
4077,"gold",1,17,216
4078,"silver",4,2,216
4079,"bronze",3,23,57
4080,"none",3,17,45
4081,"silver",2,1,51
4082,"gold",2,13,51
4083,"silver",0,25,57
4084,"none",6,13,224
4085,"silver",3,14,118
4086,"bronze",1,13,242
4087,"none",7,0,241
4088,"none",2,13,204
4089,"gold",3,26,14
4090,"gold",0,14,216
4091,"silver",3,27,238
4092,"bronze",1,14,164
4093,"silver",0,2,238
4094,"gold",0,27,238
4095,"none",6,19,131
4096,"silver",4,29,79
4097,"none",3,14,167
4098,"none",3,12,22
4099,"gold",2,21,155
4100,"bronze",0,7,105
4101,"bronze",2,12,240
4102,"none",1,23,103
4103,"none",3,6,5
4104,"bronze",2,26,113
4105,"silver",1,9,113
4106,"bronze",5,9,113
4107,"none",2,1,224
4108,"none",5,12,42
4109,"none",4,1,42
4110,"bronze",0,22,242
4111,"gold",2,29,164
4112,"gold",0,28,174
4113,"none",0,4,59
4114,"silver",0,10,80
4115,"gold",3,23,234
4116,"bronze",1,0,10
4117,"none",2,19,192
4118,"bronze",1,13,14
4119,"silver",0,17,220
4120,"bronze",2,13,215
4121,"bronze",1,5,203
4122,"none",1,17,33
4123,"none",2,3,74
4124,"none",3,5,15
4125,"none",1,11,15
4126,"none",7,14,42
4127,"bronze",1,13,114
4128,"silver",3,6,238
4129,"gold",0,20,64
4130,"silver",1,0,152
4131,"silver",1,8,152
4132,"silver",1,0,64
4133,"gold",1,22,215
4134,"bronze",5,11,215
4135,"bronze",1,17,216
4136,"bronze",0,8,112
4137,"gold",0,14,112
4138,"gold",4,11,216
4139,"bronze",2,12,64
4140,"bronze",0,18,105
4141,"silver",2,8,232
4142,"none",7,6,129
4143,"none",8,17,129
4144,"bronze",0,2,129
4145,"bronze",1,29,129
4146,"bronze",9,12,115
4147,"silver",9,14,115
4148,"silver",7,22,115
4149,"silver",6,8,115
4150,"gold",2,13,174
4151,"silver",0,10,115
4152,"gold",4,10,115
4153,"none",2,5,125
4154,"none",2,14,38
4155,"silver",8,20,115
4156,"gold",0,14,69
4157,"none",1,1,66
4158,"none",5,14,37
4159,"none",1,7,85
4160,"none",7,13,37
4161,"bronze",0,19,90
4162,"silver",1,20,90
4163,"bronze",0,25,226
4164,"none",4,9,11
4165,"silver",0,23,242
4166,"silver",0,25,226
4167,"gold",0,19,226
4168,"bronze",0,19,226
4169,"silver",0,20,226
4170,"bronze",3,13,20
4171,"silver",9,7,178
4172,"bronze",11,0,178
4173,"bronze",13,7,46
4174,"bronze",13,14,46
4175,"silver",3,23,80
4176,"bronze",1,0,209
4177,"none",4,8,22
4178,"gold",2,25,35
4179,"bronze",2,19,35
4180,"none",7,26,197
4181,"none",3,16,209
4182,"none",7,21,29
4183,"none",1,24,5
4184,"none",1,18,5
4185,"none",4,8,37
4186,"none",4,8,191
4187,"none",10,10,56
4188,"none",4,16,129
4189,"none",11,26,10
4190,"bronze",3,4,181
4191,"silver",2,19,143
4192,"bronze",0,13,61
4193,"none",4,9,240
4194,"none",3,15,125
4195,"silver",0,1,75
4196,"gold",1,8,75
4197,"gold",2,27,155
4198,"silver",2,27,155
4199,"none",1,7,129
4200,"none",0,14,129
4201,"none",1,12,129
4202,"none",15,7,152
4203,"silver",0,21,227
4204,"none",1,14,187
4205,"silver",9,23,35
4206,"bronze",1,13,112
4207,"silver",3,14,14
4208,"silver",0,26,155
4209,"none",4,1,235
4210,"none",1,8,1
4211,"silver",0,12,149
4212,"bronze",2,1,108
4213,"silver",0,13,108
4214,"none",3,4,179
4215,"silver",0,1,226
4216,"silver",0,13,90
4217,"bronze",2,1,90
4218,"gold",4,8,216
4219,"bronze",3,28,216
4220,"silver",0,0,171
4221,"none",4,26,240
4222,"silver",1,29,113
4223,"none",0,5,192
4224,"none",2,2,131
4225,"none",2,3,131
4226,"silver",1,3,131
4227,"none",4,4,131
4228,"none",4,7,182
4229,"silver",0,24,143
4230,"none",4,25,105
4231,"none",14,19,105
4232,"silver",1,13,240
4233,"silver",1,8,21
4234,"bronze",0,25,21
4235,"none",2,14,27
4236,"bronze",1,19,21
4237,"bronze",2,12,86
4238,"bronze",2,1,86
4239,"gold",3,27,80
4240,"bronze",0,12,179
4241,"bronze",3,4,14
4242,"none",1,7,193
4243,"none",5,3,196
4244,"bronze",0,19,155
4245,"none",0,9,221
4246,"gold",0,13,20
4247,"bronze",0,8,202
4248,"gold",3,9,178
4249,"bronze",0,18,176
4250,"bronze",0,14,45
4251,"gold",2,14,45
4252,"silver",0,12,45
4253,"bronze",1,21,143
4254,"bronze",5,26,14
4255,"silver",6,11,14
4256,"bronze",1,20,13
4257,"none",4,13,159
4258,"none",2,21,5
4259,"silver",0,7,14
4260,"none",5,17,157
4261,"none",0,19,137
4262,"gold",0,27,41
4263,"silver",0,27,41
4264,"gold",4,18,13
4265,"bronze",2,18,164
4266,"silver",2,7,64
4267,"bronze",0,5,20
4268,"gold",0,26,20
4269,"silver",1,13,130
4270,"none",3,10,45
4271,"silver",1,11,155
4272,"gold",0,29,113
4273,"bronze",4,14,174
4274,"silver",1,19,174
4275,"bronze",0,7,179
4276,"gold",6,23,35
4277,"silver",4,2,14
4278,"bronze",10,7,178
4279,"bronze",15,0,46
4280,"gold",0,23,62
4281,"none",4,23,26
4282,"bronze",1,21,209
4283,"gold",1,1,216
4284,"silver",2,14,143
4285,"none",2,20,170
4286,"none",1,17,196
4287,"none",0,4,196
4288,"none",3,1,192
4289,"silver",2,0,107
4290,"gold",1,7,107
4291,"none",5,20,210
4292,"bronze",1,21,216
4293,"bronze",3,26,46
4294,"none",7,18,154
4295,"none",4,25,154
4296,"gold",9,18,115
4297,"none",13,13,105
4298,"bronze",1,10,215
4299,"gold",3,17,215
4300,"silver",1,17,215
4301,"gold",3,2,215
4302,"gold",2,27,215
4303,"none",14,26,5
4304,"none",9,9,5
4305,"bronze",8,13,178
4306,"silver",6,26,178
4307,"none",7,26,21
4308,"gold",9,14,178
4309,"silver",1,26,215
4310,"gold",2,9,215
4311,"bronze",3,27,14
4312,"none",2,20,159
4313,"none",2,14,72
4314,"none",5,12,125
4315,"bronze",0,12,3
4316,"bronze",1,18,21
4317,"gold",2,7,14
4318,"bronze",1,12,79
4319,"bronze",2,15,79
4320,"silver",2,15,79
4321,"none",6,18,224
4322,"gold",1,22,157
4323,"none",2,12,204
4324,"none",4,9,129
4325,"none",6,1,237
4326,"none",2,1,74
4327,"none",19,20,62
4328,"gold",2,29,238
4329,"gold",0,22,14
4330,"bronze",4,25,215
4331,"none",8,17,62
4332,"none",10,2,62
4333,"bronze",1,24,62
4334,"gold",12,21,178
4335,"none",4,11,62
4336,"silver",0,16,62
4337,"none",7,10,62
4338,"gold",1,11,46
4339,"none",2,11,47
4340,"none",2,26,47
4341,"silver",3,14,60
4342,"silver",1,21,107
4343,"none",19,28,79
4344,"silver",1,13,219
4345,"gold",1,23,164
4346,"bronze",1,22,64
4347,"silver",1,20,164
4348,"gold",1,1,64
4349,"bronze",0,8,64
4350,"gold",0,9,115
4351,"silver",2,4,115
4352,"bronze",3,10,115
4353,"none",10,23,107
4354,"gold",1,7,79
4355,"gold",3,18,79
4356,"none",18,17,79
4357,"none",2,14,54
4358,"none",1,12,33
4359,"none",3,13,33
4360,"none",2,2,114
4361,"none",2,3,114
4362,"none",2,10,114
4363,"none",1,4,225
4364,"none",1,10,225
4365,"bronze",0,1,206
4366,"silver",3,7,107
4367,"silver",2,21,115
4368,"none",3,1,129
4369,"none",2,13,129
4370,"none",5,7,37
4371,"bronze",2,7,114
4372,"bronze",0,5,79
4373,"none",4,14,224
4374,"bronze",1,25,108
4375,"none",3,8,224
4376,"none",2,10,206
4377,"none",3,5,206
4378,"none",3,12,54
4379,"bronze",2,15,14
4380,"bronze",2,16,14
4381,"silver",0,22,155
4382,"gold",1,15,41
4383,"bronze",1,14,108
4384,"bronze",1,6,238
4385,"gold",1,21,164
4386,"none",18,3,73
4387,"gold",0,12,21
4388,"silver",2,18,155
4389,"none",3,12,39
4390,"none",3,7,39
4391,"none",3,14,39
4392,"none",4,8,39
4393,"silver",5,20,234
4394,"gold",0,29,216
4395,"gold",0,8,114
4396,"none",5,6,125
4397,"gold",0,14,21
4398,"bronze",0,15,87
4399,"none",3,1,12
4400,"none",4,7,187
4401,"bronze",2,7,206
4402,"bronze",1,13,143
4403,"gold",5,23,57
4404,"silver",1,7,143
4405,"bronze",2,6,216
4406,"bronze",3,14,216
4407,"bronze",1,14,21
4408,"gold",2,8,206
4409,"none",4,8,235
4410,"gold",0,14,107
4411,"none",3,0,36
4412,"none",1,7,204
4413,"none",4,13,235
4414,"gold",2,28,113
4415,"gold",1,17,113
4416,"gold",1,7,60
4417,"bronze",0,23,24
4418,"none",5,2,105
4419,"gold",0,15,14
4420,"bronze",7,22,115
4421,"silver",3,9,115
4422,"bronze",2,9,115
4423,"none",2,0,33
4424,"silver",0,7,79
4425,"bronze",6,5,164
4426,"none",3,19,151
4427,"none",5,24,126
4428,"silver",3,1,60
4429,"bronze",5,1,15
4430,"silver",2,24,62
4431,"silver",0,12,243
4432,"gold",0,13,243
4433,"silver",0,13,243
4434,"gold",1,7,202
4435,"gold",2,14,202
4436,"gold",3,12,202
4437,"none",0,11,242
4438,"bronze",8,10,14
4439,"bronze",2,18,157
4440,"gold",3,14,215
4441,"none",7,0,100
4442,"bronze",0,0,164
4443,"silver",1,8,164
4444,"gold",1,8,164
4445,"silver",0,21,237
4446,"bronze",0,27,238
4447,"bronze",2,11,232
4448,"gold",7,14,232
4449,"none",14,6,178
4450,"gold",1,12,62
4451,"silver",4,14,232
4452,"bronze",1,4,115
4453,"bronze",6,24,215
4454,"bronze",6,21,115
4455,"none",0,10,239
4456,"none",4,20,127
4457,"bronze",1,13,56
4458,"silver",0,1,0
4459,"gold",0,13,0
4460,"none",2,8,151
4461,"none",7,13,151
4462,"none",2,7,92
4463,"bronze",3,24,79
4464,"silver",4,16,79
4465,"gold",1,25,41
4466,"bronze",0,26,202
4467,"none",1,12,66
4468,"none",3,12,135
4469,"bronze",0,21,166
4470,"silver",2,19,41
4471,"bronze",3,20,62
4472,"bronze",0,3,62
4473,"bronze",6,17,79
4474,"none",5,0,70
4475,"silver",0,14,240
4476,"bronze",0,7,220
4477,"none",13,14,220
4478,"none",1,12,205
4479,"bronze",3,8,118
4480,"gold",2,7,118
4481,"gold",6,1,115
4482,"bronze",1,0,160
4483,"none",1,25,44
4484,"none",3,19,44
4485,"bronze",0,9,13
4486,"gold",2,7,41
4487,"gold",4,1,57
4488,"bronze",0,1,149
4489,"bronze",2,13,69
4490,"bronze",0,20,160
4491,"silver",4,28,79
4492,"gold",0,18,21
4493,"none",2,0,159
4494,"none",4,13,94
4495,"gold",1,12,118
4496,"silver",4,26,181
4497,"bronze",3,29,238
4498,"bronze",3,12,15
4499,"none",0,25,26
4500,"bronze",1,7,107
4501,"silver",1,29,14
4502,"gold",2,6,14
4503,"gold",4,7,115
4504,"none",2,1,123
4505,"bronze",6,22,180
4506,"none",1,9,106
4507,"bronze",2,12,107
4508,"bronze",0,1,107
4509,"silver",1,12,203
4510,"bronze",2,25,64
4511,"gold",0,13,15
4512,"bronze",1,20,31
4513,"none",3,8,182
4514,"none",3,13,135
4515,"silver",0,12,212
4516,"silver",2,13,227
4517,"silver",1,3,115
4518,"none",4,7,191
4519,"bronze",1,0,56
4520,"gold",2,0,115
4521,"gold",1,1,180
4522,"silver",0,14,73
4523,"silver",0,20,155
4524,"none",2,12,85
4525,"none",3,8,241
4526,"bronze",0,15,41
4527,"silver",0,8,108
4528,"silver",2,18,64
4529,"silver",0,19,108
4530,"none",3,13,199
4531,"none",5,0,85
4532,"bronze",0,1,17
4533,"gold",0,1,92
4534,"silver",0,13,92
4535,"none",2,13,22
