"id","name","sex","height","wheight","team","id_country"
466,"Alen Abramovi","M","180","72","Croatia",56
467,"Dmitry Vladimirovich Abramovich","M","182","96","Russia-2",181
468,"Aliyah Abrams","F","163","53","Guyana",99
469,"Colin Winston Abrams","M","180","70","Guyana",99
470,"John Charles Abrams","M","183",,"New Zealand",157
471,"Benik Abramyan","M","186","115","Georgia",86
472,"Antnio da Cunha Meneses Martins Abrantes","M","176","68","Portugal",175
473,"Arnaldo Lus Isaas Abrantes","M","183","72","Portugal",175
474,"Arnaldo Joaquim Castro Abrantes","M","174","68","Portugal",175
475,"David Abrard","M","187","81","France",80
476,"Tsvetelina Abrasheva","F",,,"Bulgaria",35
477,"Amir Abrashi","M","172","70","Switzerland",216
478,"Thomas Abratis","M","184","73","Germany",87
479,"Pawe Abratkiewicz","M","183","84","Poland",174
480,"Diogo Ferreira Tribolet de Abreu","M","183","73","Portugal",175
481,"Eloy Abreu Morales","M","160","54","Cuba",57
482,"Glauclio Serro Abreu","M","185","75","Brazil",31
483,"Jos Filipe Abreu","M","159","64","Portugal",175
484,"Emilio Julio Abreu","M",,,"Paraguay",170
485,"Morais Santos Abreu","M","188","73","Angola",6
486,"Paulo Francisco Joazeiro de Abreu","M","176","78","Brazil",31
487,"Pedro Abreu Pascal","M","200","88","Cuba",57
488,"Rubn Abreu Rivero","M","177","71","Venezuela",242
489,"Rui Pinto de Abreu","M","177","64","Portugal",175
490,"Franck Abrial","M","174","68","France",80
491,"rika Abril Surez","F","164","52","Colombia",51
492,"Laura Valentina Abril Restrepo","F","162","50","Colombia",51
493,"Alejandro  Abrines Redondo","M","198","93","Spain",209
494,"Bourhan Abro","M","180","70","Djibouti",65
495,"Anastasiya Aleksandrovna Abrosimova","F","164","51","Russia",181
496,"Svetlana Olegovna Abrosimova","F","188","77","Russia",181
497,"Saypulla Atavovich Absaidov","M","168","68","Soviet Union",
498,"Julien Absalon","M","180","68","France",80
499,"Ayele Abshero Biza","M","168","62","Ethiopia",75
500,"Brian Kenneth Abshire","M","180","59","United States",238
501,"Tobias Abstreiter","M","178","85","Germany",87
502,"Gudrun Maria Abt","F","178","61","West Germany",
503,"Aleksandr Viktorovich  Abt","M","179","68","Russia",181
504,"Najmeh Abtin","F","160","57","Iran",108
505,"Mohamed Abu Abdullah","M","173","74","Bangladesh",18
506,"Abdul Wahab Abu Al-Hail Labid","M","180","79","Iraq",109
507,"Mohamed Ahmed Abu Ali","M",,,"Saudi Arabia",195
508,"Methkal Marouf Abu Drais","M","168","67","Jordan",117
509,"Lailin Abu Hassan","M",,,"Malaysia",134
510,"Majed Abu Maraheel","M","180","76","Palestine",211
511,"Maher Abu Rmilah","M","172","72","Palestine",211
512,"Omar Abu-Fares","M","178","69","Jordan",117
513,"Bektas Abubakirov","M","165","54","Kazakhstan",118
514,"Nagmeldin Ali Abubakr","M","172","63","Sudan",212
515,"Sanna Abubkheet","F","157","52","Palestine",211
516,"Abudoureheman","M","182","75","China",46
517,"Juma Abudu","M","170","59","Kenya",119
518,"Folashade  Abugan","F","150","64","Nigeria",160
519,"Fernando J. Abugattas Aboino","M","190","80","Peru",171
520,"Roberto Abugattas Aboino","M","182","77","Peru",171
521,"Hamza Abughalia","M",,"85","Libya",128
522,"Ahmad Abughaush","M","178","68","Jordan",117
523,"Fartun Abukar Omar","F","170","58","Somalia",205
524,"Ginko Abukawa-Chiba","F","148","46","Japan",115
525,"Mohammed Abukhousa","M","170","67","Palestine",211
526,"Mohammad Abulibdeh","M","183","68","Jordan",117
527,"Kariman Abuljadayel","F","180","70","Saudi Arabia",195
528,"Jos Manuel Abundis Sandoval","M","177","72","Mexico",143
529,"Abdullah Abuqrais","M","163","65","Kuwait",121
530,"Shigeru Aburaya","M","163","51","Japan",115
531,"Cristobal Alejandro Aburto Tinoco","M","161","60","Mexico",143
532,"Aleksandr Veniaminovich Abushakhmetov","M","189","81","Soviet Union",
533,"Magomedgasan Mingazhutdinovich Abushev","M","170","62","Soviet Union",
534,"Kanat Kalizhanovich Abutalipov","M","168","56","Kazakhstan",118
535,"Anas Sameer N. H. Abuyousuf","M","181","77","Qatar",177
536,"Ali Abuzamia","M","185","80","Jordan",117
537,"Irina Alekseyevna Abysova","F","175","56","Russia",181
538,"Srr Acar","M","170","78","Turkey",227
539,"Alain Acart","M","175","67","France",80
540,"Andreea Roxana Acatrinei","F","150","40","Romania",180
541,"Jacques Accambray","M","194","125","France",80
542,"William Accambray","M","194","104","France",80
543,"Anna Accensi Abella","F",,,"Spain",209
544,"Martina Accola","F","170","62","Switzerland",216
545,"Paul Accola","M","176","82","Switzerland",216
546,"Eusebio Acea Colarte","M","190","95","Cuba",57
547,"Raidel Acea Morales","M",,,"Cuba",57
548,"Carmen Acedo Jorge","F",,,"Spain",209
549,"Jos Aceituno","M","167","58","Chile",45
550,"Marco Acerbi","M","190","74","Italy",113
551,"Claudia Acerenza Marez","F","160","55","Uruguay",239
552,"Elmer ngel Acevedo","M",,,"El Salvador",70
553,"Anibl Santiago Acevedo","M","176","67","Puerto Rico",176
554,"Eyne Acevedo Tabares","M",,"67","Colombia",51
555,"Fabio Acevedo","M","171","70","Colombia",51
556,"Fernando Acevedo Portugues","M","175","65","Peru",171
557,"Javier Carlos Acevedo","M","182","68","Canada",41
558,"Jos Eduardo Acevedo Herrera","M","179","65","Venezuela",242
559,"Nicole Jocelin Acevedo Tangarife","F","166","70","Colombia",51
560,"Sharon Evelin Acevedo Tangarife","F","170","61","Colombia",51
561,"Daniel Aceves Villagrn","M","158","52","Mexico",143
562,"Roberto Aceves Villagrn","M","165","64","Mexico",143
563,"David Laurence Acfield","M","178","73","Great Britain",234
564,"Mohamed Ali Acha-Cheloi","M","165","68","Iran",108
565,"Jaouad Achab","M","175","64","Belgium",21
566,"Mustapha Achab","M",,,"Morocco",149
567,"Karem Faride Achach Ramrez","F","169","60","Mexico",143
568,"Emilio Achacoso","M","178","78","Philippines",172
569,"Loreto Achaerandio Snchez-Marn","F","164","50","Spain",209
570,"Sharath Kamal Achanta","M","186","85","India",106
571,"Kieron Robert Achara","M","208","110","Great Britain",234
572,"Aziz Acharki","M","180","68","Germany",87
573,"Benjamin  Acheampong","M","161","62","Ghana",88
574,"Gemma Acheampong","F","163","54","Ghana",88
575,"Joachim Yaw Acheampong","M","181","73","Ghana",88
576,"Alfred Achermann","M","176","75","Switzerland",216
577,"Ghassan Achi","M","168","60","Lebanon",125
578,"Wilson Achia","M","167","52","Uganda",231
579,"Abdel Hak Achik","M","165","54","Morocco",149
580,"Mohamed Abdelhak Achik","M","174","57","Morocco",149
581,"Onochie Lawrence  Achike","M","188","75","Great Britain",234
582,"Jacob Hendrik  Achilles","M","182","98","Netherlands",155
583,"Ioan Valeriu Achiriloaie","M","183","87","Romania",180
584,"Rita Nikolayevna Achkina","F","168","63","Soviet Union",
585,"Janet Achola","F","167","52","Uganda",231
586,"Julius Achon","M","168","55","Uganda",231
587,"Natalie Chioma Achonwa","F","190","86","Canada",41
588,"Ahmed Mohamed Achouche","M","191","110","Egypt",69
589,"Dallal Merwa Achour","F","176","45","Algeria",3
590,"Khaled Achour","M","177","82","Tunisia",226
591,"Haykel Al-Achouri","M","184","84","Tunisia",226
592,"Said Achtar","M",,,"Syria",217
593,"Roger Achten","M","171","62","Belgium",21
594,"Chantal Achterberg","F","172","72","Netherlands",155
595,"Assumpta Achuo-Bei","F","159","55","Cameroon",40
596,"Gabriel Achy Assi","M","166","61","Cote d'Ivoire",61
597,"Oliver M. Acii","F","167","55","Uganda",231
598,"Ricardo Augusto Amaral Acioly","M","179","78","Brazil",31
599,"Paul Douglas Ackerley","M","179","68","New Zealand",157
600,"Nathaniel Leedom  Ackerman","M","173","74","Great Britain",234
601,"Georg Ackermann","M","191","75","Germany",87
602,"Ronny Ackermann","M","184","69","Germany",87
603,"Marianne  Ackermans-Thomas","F","180","70","Netherlands",155
604,"Donat Acklin","M","190","99","Switzerland-2",216
605,"Guido Acklin","M","200","104","Switzerland-2",216
606,"Urban Acman","M","180","83","Slovenia",203
607,"Alberto Enrique Acosta Palma","M",,,"Mexico",143
608,"Asuncin Acosta Galano","F","169","52","Cuba",57
609,"Bryan Josu Acosta Ramos","M","175","74","Honduras",103
610,"Hctor H. Acosta","M","180","81","Argentina",10
611,"Jos Eugenio Acosta","M","173","73","Argentina",10
612,"Julio Csar Acosta Gonzlez","M","160","62","Chile",45
613,"Lautaro Germn Acosta","M","168","72","Argentina",10
614,"Leopoldo Acosta","M","185","61","Ecuador",68
615,"Luis Angel Acosta","M","180","73","Mexico",143
616,"Luz Mercedes Acosta Valdez","F","164","63","Mexico",143
617,"Marcelo Alberto Acosta Jimnez","M",,,"El Salvador",70
618,"Mara Jos Acosta Acosta","F","172","69","Venezuela",242
619,"Osmay Acosta Duarte","M","188","91","Cuba",57
620,"Pedro Javier Acosta Snchez","M","188","78","Venezuela",242
621,"Roslandy del Valle Acosta Alvarado","F","190","62","Venezuela",242
622,"Tanya Acosta","F","182","70","Argentina",10
623,"Robert Acquafresca","M","184","70","Italy",113
624,"Edward Acquah","M","188","82","Ghana",88
625,"Oliver Acquah","M","177","82","Ghana",88
626,"Samuel  Acquah","M","178","72","Ghana",88
627,"Benjamin Maxwell  Acton","M",,,"Australia",13
628,"Brigitte Acton (-Smith)","F","168","63","Canada",41
629,"Amelia Lynn  Acuff (-Harvey)","F","188","66","United States",238
630,"Crox Ernesto Acua Rodrguez","M","192","89","Venezuela",242
631,"Jorge Acua","M","173","50","Uruguay",239
632,"Ricardo Acua","M",,,"Mexico",143
633,"Roberto Acua","M","208","109","Argentina",10
634,"Arslanbek Aylow","M","177","75","Turkmenistan",228
635,"Kazimierz Piotr Adach","M","162","60","Poland",174
636,"Mariko Adachi","F","162","51","Japan",115
637,"Miho Adachi","F","165","58","Japan",115
638,"Seiya Adachi","M","172","67","Japan",115
639,"Takumi Adachi","M","168","67","Japan",115
640,"Yumi Adachi","F","160",,"Japan",115
641,"Yurie Adachi","F","156","51","Japan",115
642,"Craig Robert Adair","M","187","81","New Zealand",157
643,"Ali Enver Adakan","M","186","100","Turkey",227
644,"Adalberto Pereira da Silva","M","189","105","Brazil",31
645,"Ahmed Adam","M","162","60","Sudan",212
646,"Constantin Adam","M","202","105","Romania",180
647,"Gal Adam","M","190","80","Mauritius",141
648,"Herman Adam Negrete","M","180","71","Mexico",143
649,"Idrissa Adam","M","178","79","Cameroon",40
650,"Jean-Paul Adam","M",,,"Seychelles",198
651,"Ji Adam","M","187","83","Czechoslovakia",
652,"Joseph Adam","M","172","70","Seychelles",198
653,"Leonie Adam","F","162","54","Germany",87
654,"Marcus Adam","M","182","82","Great Britain",234
655,"Marianne Adam","F","183","85","East Germany",
656,"Michael B.  Adam","M","175","95","Canada",41
657,"Moustafa Adam","M","173","71","Egypt",69
658,"Shuaib Adam","M","175","80","Kenya",119
659,"Tony Adam","M","169","61","Germany",87
660,"Ahmed Adam Salah","M","154","64","Sudan",212
661,"Samba Adama","M","175","82","Mauritania",140
662,"Matthias Adamczewski","M","187","77","West Germany",
663,"Dariusz Adamczuk","M","179","78","Poland",174
664,"Adam Eucharyst Adamczyk","M","173","80","Poland",174
665,"Lubo Adamec","M","184","77","Czechoslovakia",
666,"Petr Adamec","M","187","87","Czechoslovakia",
667,"Mara Teresa Adames","F","160","52","Mexico",143
668,"Jina Adamikov-Pelcov","F","173","62","Czechoslovakia",
669,"Panagiotis Adamidis","M",,,"Greece",90
670,"Janusz Andrzej Adamiec","M","176","74","Poland",174
671,"Tomasz Adamiec","M","171","69.5","Poland",174
672,"Sabine Heidrun Adamik (Picken-, -Bothe)","F","172","68","Germany",87
673,"Pirouz Adamiyat","M","190","80","Iran",108
674,"Nafissatou Moussa Adamou","F","172","72","Niger",159
675,"Georgi Mirchev Adamov","M","173","64","Bulgaria",35
676,"Tatyana Pavlovna Adamovich","F","163","54","United States",238
677,"Anne Wilma Adams (-King)","F","165","54","Great Britain",234
678,"Antoine Xavier Adams","M","180","79","Saint Kitts and Nevis",186
679,"April Jane Adams","F",,,"Australia",13
680,"Brian Adams","M","183","67","Great Britain",234
681,"Natalie Cammile Adams (-Brannan)","F","173","65","United States",238
682,"David Dixie Adams","M","188","79","South Africa",206
683,"Francis  Adams","M","169","68","Trinidad and Tobago",225
684,"Gerard  Adams","M","177","70","Australia",13
685,"John E. Adams","M","178","95","Dominican Republic",67
686,"Judith C.  Adams","F",,,"United States",238
687,"Keith Adams","M","167","75","Canada",41
688,"Lennox Adams","M",,,"Saint Vincent and the Grenadines",190
689,"Liam Adams","M","178","64","Australia",13
690,"Luke Kendall Adams","M","189","70","Australia",13
691,"Lyukman Rasakovich Adams","M","194","87","Russia",181
692,"Mareike Adams","F","174","73","Germany",87
693,"Maureen Adams","F","169","68","Australia",13
694,"Adrian Neil Adams","M","178","78","Great Britain",234
695,"Nelson Luis Adams","M",,"81","Puerto Rico",176
696,"Nicola Virginia Adams","F","164","51","Great Britain",234
697,"Odalys Adams Castillo","F","171","59","Cuba",57
698,"Paul Adams","M","185","98","Australia",13
699,"Phillip Maxwell  Adams","M","163","93","Australia",13
700,"Rachael Alexis Adams","F","188","81","United States",238
701,"Robert P. Adams","M","188","85","Canada",41
702,"Victoria  Adams","F","164","69","Great Britain",234
703,"Walter Adams","M","172","67","West Germany",
704,"William Edward  Adams","M","198","93","United States",238
705,"Valerie Kasanita Adams-Vili (-Price)","F","193","120","New Zealand",157
706,"Morten Gundro Adamsen","M","181","84","Norway",164
707,"Filip Kamil Adamski","M","189","87","Germany",87
708,"Jerzy Adamski","M","171","58","Poland",174
709,"Per Anders Adamson","M","177","68","Sweden",215
710,"Derrick Adamson","M","177","72","Jamaica",114
711,"James Nicholas  Adamson","M","183","74","United States",238
712,"Per Owe Adamson","M","171","65","Sweden",215
713,"Charles Adamu","M","170","81","Ghana",88
714,"Mamudu Adamu","M",,,"Nigeria",160
715,"Dariusz Adamus","M","185","94","Poland",174
716,"Jos Carlos Adn Arias","M","166","57","Spain",209
717,"Nenita Adan","F","160","49","Philippines",172
718,"Aboukar Hassan Adani","M","165","59","Somalia",205
719,"Yasemin Adar","F","180","75","Turkey",227
720,"Christopher Thomas  Adcock","M","183","80","Great Britain",234
721,"Frances  Adcock","F","178","72","Australia",13
722,"  Gabrielle Marie  Adcock (White-)","F","167",,"Great Britain",234
723,"William Arthur  Adcocks","M","168","55","Great Britain",234
724,"Berkane Lakhdar Adda","M","178","78","Algeria",3
725,"Mehdi Addadi","M","179","70","Algeria",3
726,"Jean Renaud Adde","M","181","70","France",80
727,"Yannick Adde","M","195","115","France",80
728,"Hamida Addche","M","164","56","France",80
729,"Corran Descy Addison","M","170","65","South Africa",206
730,"Roy Addison","M","177","75","Great Britain",234
731,"Joseph  Addo","M","182","81","Ghana",88
732,"Simon Addo","M","180","79","Ghana",88
733,"Charles Addo-Odametey","M","170","67","Ghana",88
734,"Robert Charles  Addy","M","191","76","Great Britain",234
735,"Ebenezer Charles O. Addy","M","178","70","Ghana",88
736,"James Aryee Addy","M","183","75","Ghana",88
737,"Jangy McKinley Addy","M","188","88","Liberia",127
738,"Mercy Addy","F","161","58","Ghana",88
739,"Winifred Addy","M",,,"Ghana",88
740,"Peter Adeberg","M","185","75","East Germany",
741,"Ulrike Adeberg (-Spielmann)","F","170","60","Germany",87
742,"James Adede","M","162","92","Kenya",119
743,"Olubayo Adefemi","M","181","82","Nigeria",160
744,"Lawrence Adegbeingbe","M","181","66","Nigeria",160
745,"Stephen Adebisi Gbadegesin  Adegbite","M","186","77","Nigeria",160
746,"Adewale Adegbusi","M",,"67","Nigeria",160
747,"Oluwakemi 'Kemi' Adekoya","F","166","63","Bahrain",17
748,"Amos Ojo Adekunle","M","140","48","Nigeria",160
749,"Odunayo Folasade Adekuoroye","F","169","53","Nigeria",160
750,"Carolyn Adel","F","163","52","Suriname",213
751,"Gun Margareta del (-Nilsson)","F","163","52","Sweden",215
752,"Peter Adelaar","M","213","135","Netherlands",155
753,"Irfan Adelbi","M","185","90","Jordan",117
754,"Ayodele  Adeleye","M","190","80","Nigeria",160
755,"Hugh Jean  Adeline","M",,,"Seychelles",198
756,"Antoine Adelisse","M","178","65","France",80
757,"Beatrice Adelizzi","F","175","67","Italy",113
758,"Abrar Osman Adem","M","168","58","Eritrea",72
759,"Biko Adema","M","177","85","Kenya",119
760,"Joost Adema","M","202","91","Netherlands",155
761,"Ademir Roque Kaefer","M","179","74","Brazil",31
762,"Hoche Yaya Aden","M","180","47","Djibouti",65
763,"Ibrahim Mohamed Aden Gedi","M","178","75","Somalia",205
764,"Jama Awil Aden","M","176","69","Somalia",205
765,"Jama Mohamed Aden","M","180","68","Somalia",205
766,"Olapade Charles Adeniken","M","186","78","Nigeria",160
767,"Aminat Oluwafunmilayo Adeniyi","F","165","58","Nigeria",160
768,"Adenzia Aparecida Ferreira da Silva","F","187","65","Brazil",31
769,"Esau Adenji","M","177","70","Cameroon",40
770,"Margaret Adetutu Adeoye","F","162","65","Great Britain",234
771,"Berhane Adere Debala","F","170","50","Ethiopia",75
772,"Nyakisi Adero","F",,,"Uganda",231
773,"Ademola Adeshina","M",,,"Nigeria",160
774,"Adeoye Adetunji","M","174","71","Nigeria",160
775,"Adevaldo Virglio Netto","M",,,"Brazil",31
776,"Isiaq Adeyanju","M","162","65","Nigeria",160
777,"Fatai Adeyemo","M",,,"Nigeria-2",160
778,"Cary Glen Adgate","M","173","74","United States",238
779,"Kamal Bahadur Adhikari","M","163","69","Nepal",154
780,"David Adiele","M","174",,"Nigeria",160
781,"Paul Adiga","M","176","74","Uganda",231
782,"Moriam Seun Adigun","F","153","52","Nigeria",160
783,"Arman Adikyan","M","168","66","Armenia",11
784,"Haydy Morsy Adil","F","168","58","Egypt",69
785,"Mirza Adil","M","177","73","Sudan",212
786,"Adel Mohamed Adili","M","176","65","Libya",128
787,"Adilson de Freitas Nascimento","M","195","88","Brazil",31
788,"Hammed Adio","M","185","63","Nigeria",160
789,"Ilana Adir (-Kamarshik)","F","165","58","Israel",112
790,"Evelyn Adiru","F","162","50","Uganda",231
791,"Badathala Adisekhar","M",,"53","India",106
792,"Franck Adisson","M","180","70","France-1",80
793,"Adiyasambuu Tsolmon","F","165","65","Mongolia",146
794,"Richard   Adjei","M","190","110","Germany-2",87
795,"Sammi Adjei","M",,,"Ghana",88
796,"Denos Adjima Beche","M","168","56","Cote d'Ivoire",61
797,"Christian Donfack Adjoufack","M","175","80","Cameroon",40
798,"Amanda Jo Adkins (-Schneider)","F","173","61","United States",238
799,"Bradley Don  Adkins","M","188","80","United States",238
800,"Derrick Ralph Adkins","M","188","80","United States",238
801,"Alan Adler","M","186","80","Brazil",31
802,"Daniel Adler","M","180","72","Brazil",31
803,"Egon Adler","M","172","62","Germany",87
804,"Harry Herchel Adler","M",,,"Clementine V",31
805,"Lena Kristina Adler","F","162","56","Sweden",215
806,"Uwe Adler","M","182","77","Germany",87
807,"Jonna Eva-Maj Adlerteg","F","153","38","Sweden",215
808,"Hans Adlhoch","M","177","70","Canada",41
809,"Rebecca  Adlington","F","179","70","Great Britain",234
810,"Katrin Adlkofer","F","177","62","West Germany",
811,"Hamdi Adly El-Seoudi Ibrahim","M","194","82","Egypt",69
812,"Sad Admane","M","174","62","Algeria",3
813,"Jane Admans","F","165","53","Great Britain",234
814,"Megra Admassou","M","177","65","Ethiopia",75
815,"Khadour Adnan","M","173","81","Syria",217
816,"Mustapha Adnane","M","168","77.5","Morocco",149
817,"Gadi Ado","M","173","61","Uganda",231
818,"Adogon","M",,,"Cote d'Ivoire",61
819,"Christopher Silas Adolf","M","168","59","Palau",167
820,"Ruth Adolf","F","165","56","Switzerland",216
821,"Lars Olof Melker Adolfsson","M","183","81","Sweden",215
822,"ke Ronnie Adolfsson","M","180","77","Sweden",215
823,"Sune Roland Adolfsson","M","180","74","Sweden",215
824,"Dainius Adomaitis","M","202","100","Lithuania",130
825,"Svajnas Adomaitis","M","175","55","Lithuania",130
826,"Daniel Adomako","M","170","69","Ghana",88
827,"Lena Annika Adomat","F","162","56","Sweden",215
828,"Aurimas Adomaviius","M","204","100","Lithuania",130
829,"Neil Isaac Adonis","M","182","93","South Africa",206
830,"Jnos Adorjn","M","192","83","Hungary",104
831,"William Adornado","M","187","77","Philippines",172
832,"Jean-Luc Adorno","M","180","64","Monaco",145
833,"Omar Adorno","M","160","51","Puerto Rico",176
834,"Rubn Adorno Melndez","M","190","91","Puerto Rico",176
