"id","name","sex","height","wheight","team","id_country"
25063,"Pedro Sergio Estay","M","180","86","Chile",45
25064,"Esteban Vigo Bentez","M","172","69","Spain",209
25065,"Antonio Esteban","M",,,"Dominican Republic",67
25066,"Jos Mara Esteban Celorrio","M","178","77","Spain",209
25067,"Hederson Alves Estefani","M","183","65","Brazil",31
25068,"Antonio Esteller Serrahima","M","183","80","Spain",209
25069,"Juan Pablo Estelles","M","187","91","Argentina",10
25070,"Michel Estephan","M","166","60","Lebanon",125
25071,"Ester Aperecida dos Santos","F","164","56","Brazil",31
25072,"Laura Ester Ramos","F","170","58","Spain",209
25073,"Bernard Esterhuizen","M","183","83","South Africa",206
25074,"Tamara Esteri Almeida","F","176","66","Cuba",57
25075,"Paul Estermann","M","180","77","Switzerland",216
25076,"Ellen Marie Estes (-Lee)","F","182","77","United States",238
25077,"Santiago Esteva Escoda","M","174","67","Spain",209
25078,"Horacio E. Esteves Orihuela","M","175","73","Venezuela",242
25079,"Srgio Alexandre Carrelhas Canossa Sales Esteves","M","180","71","Portugal",175
25080,"Maria Estela Estvez Barreiro","F","161","47","Spain",209
25081,"Imara Estvez Ribalta","F","171","67","Cuba-1",57
25082,"Margot Estvez Garca","F","153","35","Spain",209
25083,"Reyes Estvez Lpez","M","187","70","Spain",209
25084,"Frdric Esther","M","176","71","France",80
25085,"Manuel Estiarte Duocastella","M","178","62","Spain",209
25086,"Rosa Estiarte Duocastella","F","174","65","Spain",209
25087,"Tewelde Estifanos Hidru","M",,,"Eritrea",72
25088,"Frode Estil","M","188","82","Norway",164
25089,"Hans Estner","M","179","71","West Germany",
25090,"Juan Carlos Estol","M","185","84","Argentina",10
25091,"Reinier Estpinan Gmez","M","170","72","Cuba",57
25092,"Ceferino Estrada Saucillo","M","172","78","Mexico",143
25093,"Christopher  Estrada","M","168","66","United States",238
25094,"Daniel Estrada Coz","M","173","61","Chile",45
25095,"Juan Diego Estrada Constantino","M","180","61","Mexico",143
25096,"Erasmo Estrada Snchez","M","178","68","Cuba",57
25097,"Jason Moses Estrada","M","185","113","United States",238
25098,"Jos Antonio Estrada Gonzlez","M","176","75","Cuba",57
25099,"Luis Estrada Luvanos","M","175","71","Mexico",143
25100,"Magdiel Estrada Cala","M","176","73","Cuba",57
25101,"Miguel ngel Estrada Cobea","M","208","90","Spain",209
25102,"Ramiro Estrada","M","169","72","Mexico",143
25103,"Shawn Estrada","M","185","75","United States",238
25104,"Vctor Manuel Estrada Garibay","M","186","80","Mexico",143
25105,"Yunior Estrada Falcn","M","177","84","Cuba",57
25106,"Divina Estrella","F","160","52","Dominican Republic",67
25107,"Milton Estrella","M","178","86","Ecuador",68
25108,"Vctor Estrella Burgos","M","173","77","Dominican Republic",67
25109,"Tams Eszes","M","177","80","Hungary",104
25110,"Greg Etafia","M","180","78","Nigeria",160
25111,"Rodrigo Etchart","M","175","80","Argentina",10
25112,"Rubn Siderico Etchebarne Cuestas","M","177","77","Uruguay",239
25113,"Albertino Etchechury","M","168","62","Uruguay",239
25114,"Frederick Keith  Etcher","M",,,"Canada",41
25115,"Alcides Etcheverry","M","170","67","Uruguay",239
25116,"Patricio  Etcheberry Etchevers","M","173","78","Chile",45
25117,"Oghenekaro Peter Etebo","M","172","71","Nigeria",160
25118,"Jorma Kalevi Etellahti","M","169","62.5","Finland",79
25119,"Petri Tapani Etelniemi","M","174","81.5","Finland",79
25120,"Brice Pascal Guy Ets","M","185","73","Monaco",145
25121,"Gemma Etheridge","F","169","66","Australia",13
25122,"Mary Camille  Ethridge","F","165","55","United States",238
25123,"Paul Etia Ndoumb","M","182","78","Cameroon",40
25124,"Ginou Etienne","F","173","58","Haiti",100
25125,"Neyssa tienne","F","150","60","Haiti",100
25126,"Ophlie-Cyrielle Etienne","F","175","57","France",80
25127,"Philippe tienne","M","168","72","Haiti",100
25128,"Anouchka Diane Etiennette","F","175","65","Mauritius",141
25129,"Gastn Ariel Etlis","M","185","81","Argentina",10
25130,"Ali Kamal Etman","M",,,"Egypt",69
25131,"Izumi Eto","M","173","73","Japan",115
25132,"Kenji Eto","M","171","59","Japan",115
25133,"Masaki Eto","M","163","57","Japan",115
25134,"Takashi Eto","M","183","67","Japan",115
25135,"Yosuke Eto","M","162","60","Japan",115
25136,"Samuel Eto'o Fils","M","180","72","Cameroon",40
25137,"Khristo Mikhaylov Etropolski","M","183","83","Bulgaria",35
25138,"Vasil Mikhaylov Etropolski","M","183","84","Bulgaria",35
25139,"Nour Elhouda Ettaieb","F","170","57","Tunisia",226
25140,"Tobias Etter","M","170","62","Switzerland",216
25141,"Mark Edward Ettles","M","183","81","Australia",13
25142,"Hans Ettlin","M","162","56","Switzerland",216
25143,"Norbert Ettner","M","175","75","Germany",87
25144,"Ali Ettounsi","M","175","63","Morocco",149
25145,"Hanna Etula","F","174","61","Finland",79
25146,"Aitor Iaki Etxaburu Castro","M","194","100","Spain",209
25147,"Javier Etxaniz Pea","M","171","65","Spain",209
25148,"Unai Etxebarra Arana","M","185","75","Venezuela",242
25149,"Edward Frederick  Etzel, Jr.","M","178","66","United States",238
25150,"Seong Chin  Eu","M","178","63","Malaysia",134
25151,"Eu Woo-Youn","M","170","70","South Korea",178
25152,"Eudes Lacerda Medeiros","M","175","74","Brazil",31
25153,"Christoph Eugen","M","180","70","Austria",14
25154,"Ingo Sascha Euler","M","183","70","Germany",87
25155,"Eum Mi-Young","F","161","58","South Korea",178
25156,"Eun Tin Loy","M","165","67","Malaysia",134
25157,"Annabelle Euranie","F","172","52","France",80
25158,"Gregory  Eurell","M","160","68","Australia",13
25159,"Johan Magnus Eurn","M","192","120","Sweden",215
25160,"Fineza  da Silva Eusbio","F","178","70","Angola",6
25161,"Katharine Eustace","F","175","68","New Zealand",157
25162,"Barbara Halina Eustachiewicz-Przygoda (-Kowal)","F","159","59","Poland",174
25163,"Annika Charlotta Evaldsson","F","165","57","Sweden",215
25164,"Evandro Gonalves Oliveira Jnior","M","210","105","Brazil-2",31
25165,"Sarah Evanetz","F","167","60","Canada",41
25166,"Elli Evangelidou","F","183","88","Cyprus",59
25167,"Benjamin Evangelista","M","168","58","Philippines",172
25168,"Andrea Evangelisti","M","172","72","Italy",113
25169,"Giovanni Evangelisti","M","179","70","Italy",113
25170,"Marios Evangelou","M","177","72","Greece",90
25171,"Alberico  Evani","M","174","73","Italy",113
25172,"Aja L. Evans","F","178","77","United States-2",238
25173,"Andrew Evans","M","198","114","United States",238
25174,"Anthony Evans","M","174","69","Australia",13
25175,"Arthur Thompson Evans, III","M","188","85","United States",238
25176,"Blair Catherine Evans","F","175","65","Australia",13
25177,"Cadel Lee Evans","M","174","65","Australia",13
25178,"Carl Evans","M","175","63","New Zealand",157
25179,"Clayton T.  Evans","M","183","71","Canada",41
25180,"Dean Michael Evans","M",,,"Australia",13
25181,"Dwayne Eugene Evans","M","183","66","United States",238
25182,"Eric Mayfield Evans","M","178","73","United States",238
25183,"Erma-Gene Evans","F","170","68","Saint Lucia",187
25184,"Freddie William  Evans","M","180","78","Great Britain",234
25185,"Gareth Irfon Evans","M","169","68","Great Britain",234
25186,"Graham John Evans","M","185","68","Great Britain",234
25187,"Lloyd Hywel Evans","M","175","64","Great Britain",234
25188,"Iain Evans","M","191","89","South Africa",206
25189,"Janet Beth Evans","F","167","54","United States",238
25190,"Joanna Evans","F","180","66","Bahamas",16
25191,"Jodi Karyn Evans","F","178","66","Canada",41
25192,"John Richard Evans","M","168","67","United States-2",238
25193,"Jonty Evans","M","193","82","Ireland",110
25194,"Kathryn Evans","F","176","67","Great Britain",234
25195,"Kenny Evans","M","188","74","United States",238
25196,"Kyle Jordan S. Evans","M","180","81","Great Britain",234
25197,"Lee Edward Evans","M","180","78","United States",238
25198,"Lynne Avril Evans (Thomas-)","F","173",,"Great Britain",234
25199,"Marcus  Evans","M","196","87","Canada",41
25200,"Michael Scott  Evans","M","188","93","United States",238
25201,"John Michael  Evans","M","190","87","Canada",41
25202,"Paul William Evans","M","183","64","Great Britain",234
25203,"Peter Graham Evans","M","175","66","New Zealand",157
25204,"Peter Maxwell Evans","M","190","77","Australia",13
25205,"Ralph Evans","M","159","48","Great Britain",234
25206,"Raymond Garry  Evans","M","176","72","Australia",13
25207,"Scott Evans","M","182","78","Ireland",110
25208,"Stephen Frederick  Evans","M","187","83","Australia",13
25209,"Steven  Evans","M","191","85","South Africa",206
25210,"Timothy Powell  Evans","M","162","55","United States",238
25211,"Tracy Evans","F","160","55","United States",238
25212,"Gerald Evard","M","181","73","Switzerland",216
25213,"Howard Brownlow Eve","M","169","74","Oleander II",24
25214,"Laverne M. Eve","F","180","82","Bahamas",16
25215,"Lisvel Elisa Eve Mejia (-Castillo)","F","194","70","Dominican Republic",67
25216,"Hamadou Evel","M","186","73","Cameroon",40
25217,"John Patrick Michael Hugh Evelyn","M","172","75","Great Britain-1",234
25218,"Nathalie Even-Lancien","F","170","70","France",80
25219,"Frank Evensen","M","175","71","Norway",164
25220,"Johan Remen Evensen","M","179",,"Norway",164
25221,"Guy Evquoz","M","183","78","Switzerland",216
25222,"Jean-Blaise Evquoz","M","180","77","Switzerland",216
25223,"Michael Petrus Christiaan  Everaert","M",,,"Netherlands",155
25224,"Ciara Everard","F","169","54","Ireland",110
25225,"Jeffrey Adam Everett","M","182","75","United States",238
25226,"Daniel Joseph  Everett","M","187","64","United States",238
25227,"John Gardner Everett","M","193","93","United States",238
25228,"David Mark Everett","M","183","70","United States",238
25229,"Noel Rhodes Everett","M","189",,"New Zealand",157
25230,"Antti Everi","M","185","130","Finland",79
25231,"Kirk Francis Everist","M","190","91","United States",238
25232,"Kelly Graeme Evernden","M","175","70","New Zealand",157
25233,"Floris Maarten Alphons Maria Evers","M","189","83","Netherlands",155
25234,"Jrgen Evers","M","183","65","West Germany",
25235,"Meike Evers","F","185","76","Germany",87
25236,"Bettina  Evers","F","167","66","Germany",87
25237,"Caroline Frances Evers-Swindell (-Meyer)","F","178","76","New Zealand",157
25238,"Georgina Emma Buchanan Evers-Swindell (-Earl)","F","178","78","New Zealand",157
25239,"Christine Marie  Evert (-Lloyd, -Mill, -Norman)","F","167","57","United States",238
25240,"Valentyna Evert (-Borysevych)","F","172","67","Soviet Union",
25241,"Sabine Christine Everts (-Thomaskamp)","F","169","56","West Germany",
25242,"Ruth Rhonda Everuss","F","167","66","Australia",13
25243,"Hannah Every-Hall","F","165","57","Australia",13
25244,"Franklin Lynn Eves","M","180","75","Canada",41
25245,"milie vesque","F","163","49","France",80
25246,"Jaakko Tommi Kristian Evil","M","194","83","Finland",79
25247,"Dona Evmorfia","F","167","44","Greece",90
25248,"Marco Ray Evoniuk","M","178","65","United States",238
25249,"Amanda Evora","F","152","45","United States-1",238
25250,"Nelson vora","M","183","76","Portugal",175
25251,"Joseph Evouna","M","172","69","Cameroon",40
25252,"Bndicte Evrard","F","176","38","Belgium",21
25253,"Jens Ewald","M","185","77","Germany",87
25254,"Jacques Ewalds","M","180","76","Netherlands",155
25255,"Essambo Ewane","M",,"95","Cameroon",40
25256,"Maryse wanj-pe (-Maury)","F","176","62","France",80
25257,"Monique wanj-pe-Tourret (-Lewin)","F","173","65","France",80
25258,"Malin Ewerlf (-Krepp)","F","180","61","Sweden",215
25259,"Elmer Ewert","M","181",,"Canada",41
25260,"Una Rebecca Ewert","F","171","60","New Zealand",157
25261,"Patrick Aloysius Ewing","M","213","109","United States",238
25262,"Ross Alain Ewington","M","175","73","New Zealand",157
25263,"Jennifer Exaltacion","F","152","41","Canada",41
25264,"Angeliki Exarkhou","F","177","64","Greece",90
25265,"Stphane Exartier","M","174","76","France",80
25266,"Marion Lynette Exelby (-Gray)","F","162","56","Australia",13
25267,"Epigmenio Exiga","M","169","92","Mexico",143
25268,"Shlomo Eyal","M","181","72","Israel",112
25269,"Jrme yana","M","185","80","France",80
25270,"Bjrn Eybl","M","180","69","Austria",14
25271,"Carine Eyenga Abani","F","170","68","Cameroon",40
25272,"Henrik Eyermann","M","182","95","Sweden",215
25273,"Edward Dale  Eyestone","M","185","61","United States",238
25274,"Pavel Pavlovich Eygel","M","178","81","Russia",181
25275,"Rene Eykens","F","170","54","Belgium",21
25276,"Lisa Jane Eyre","F","175","70","Great Britain",234
25277,"Annabel Juliet Eyres","F","183","70","Great Britain",234
25278,"Panikos Eyripidou","M","187","94","Cyprus",59
25279,"Natig Eyvazov","M","165","54","Azerbaijan",15
25280,"Zohra Ez Zahraoui","F","165","51","Morocco",149
25281,"Kimiko Ezaka","F","163","60","Japan",115
25282,"Badou Ezaki","M","178","78","Morocco",149
25283,"Yelena Ezau","F","175","55","Kazakhstan",118
25284,"Bautista Ezcurra","M","181","88","Argentina",10
25285,"Felicia Eze","F","165","60","Nigeria",160
25286,"Joy Amechi Eze","F","165","64","Nigeria",160
25287,"Hope Ezeigbo","M","201","72","Nigeria",160
25288,"Imoh Ezekiel","M","171","80","Nigeria",160
25289,"Custdio Ribeiro Ezequiel","M","171","80","Portugal",175
25290,"Mindaugas Eerskis","M","186","96","Lithuania",130
25291,"Emeka Ezeugo","M","184","78","Nigeria",160
25292,"zden Ezinler","F","166","50","Turkey",227
25293,"Davidson Ezinwa","M","184","82","Nigeria",160
25294,"Osmond Ezinwa","M","182","79","Nigeria",160
25295,"Mielis Emalis","M","181","85","Latvia",124
25296,"Reiko Ezoe","F","154","43","Japan",115
25297,"Dominique Ezquerra","F",,,"Argentina",10
25298,"Gustavo Ezquerra","M","178","78","Argentina",10
25299,"Mohamed Ezzher","M","176","58","France",80
25300,"Ali Ezzine","M","175","57","Morocco",149
25301,"Hamid Ezzine","M","174","62","Morocco",149
25302,"Allan Fa'alava'au","M","170","88","Australia",13
25303,"Elama Fa'atonu","M","175","82","American Samoa",4
25304,"Joanne  Fa'avesi","F","168","73","United States",238
25305,"Loi Faaeteete","M",,,"Samoa",191
25306,"Sven Per Anders Faager","M","186","76","Sweden",215
25307,"Lopesi Faagu","M","167","80","American Samoa",4
25308,"Tiui Faamaoni","M","161","54","Samoa",191
25309,"Orinoco J. Faamausili-Banse-Prince","M","184","83","New Zealand",157
25310,"Christoffer Trentemller Faarup","M","190","95","Denmark",64
25311,"Thomas Fabbiano","M","173","70","Italy",113
25312,"Marco Fabbri","M","164",,"Italy-2",113
25313,"Nstor Ariel Fabbri","M","191","79","Argentina",10
25314,"Massimo Fabbrizi","M","177","110","Italy",113
25315,"Jean-Paul Faber","M","178","82","France",80
25316,"Linda Maria Faber","F","172","59","Netherlands",155
25317,"Lucien Faber","M",,,"Luxembourg",131
25318,"Patrick Franciscus Maria Faber","M",,,"Netherlands",155
25319,"Wolfgang Faber","M","165","67","East Germany",
25320,"Fabiana  Alvim de Oliveira","F","169","59","Brazil",31
25321,"Alessandro Fabian","M","186","77","Italy",113
25322,"Charles Ira Fabian","M","173","76","Antigua and Barbuda",9
25323,"Lszl Fbin","M","194","74","Hungary",104
25324,"Marco Jhonfai Fabin de la Mora","M","172","69","Mexico",143
25325,"Fabiana da Silva Simes","F","161","56","Brazil",31
25326,"Fabiana Marcelino Claudino","F","193","76","Brazil",31
25327,"Alain Fabiani","M","186","80","France",80
25328,"Fabiano Pereira da Costa","M","180","80","Brazil",31
25329,"Raymond Fabien","M","167","66","Trinidad and Tobago",225
25330,"Aleksandar Fabijani","M",,,"Croatia",56
25331,"Juan Fabila Mendoza","M","163","54","Mexico",143
25332,"Ricardo Fabini Belhot","M",,,"Uruguay",239
25333,"Fbio Luiz de Jesus Magalhes","M","204","101","Brazil-1",31
25334,"Fbio Aurlio Rodrgues","M","178","75","Brazil",31
25335,"Josefa Fabola Almeida de Sousa Alves","F","184","70","Brazil",31
25336,"Franois Fabius","M","182","68","France",80
25337,"Vesna Fabjan","F","170","62","Slovenia",203
25338,"Jn Fabo","M","183","81","Slovakia",202
25339,"Ignazio Fabra","M","161","52","Italy",113
25340,"Charlotte Julie Fabre","F","174","62","France",80
25341,"Julie Fabre","F","172","58","France",80
25342,"Luiz Carlos Fabre","M",,,"Brazil",31
25343,"Margaux Nicole Jeanne Aude Fabre","F","173","58","France",80
25344,"Thierry Fabre","M","184","100","France",80
25345,"Alexandre  Fbregas Carne","M","184","83","Spain",209
25346,"Eduardo Fbregas Bosch","M","171","69","Spain",209
25347,"Francisco Fbregas Bosch","M","177","74","Spain",209
25348,"Jorge Fbregas Bosch","M","176","72","Spain",209
25349,"Francisco  Fbregas Monegal","M","182","78","Spain",209
25350,"Ludovic Fabregas","M","198","100","France",80
25351,"Rexel Ryan Fabriga","M","160","60","Philippines",172
25352,"Anat Fabrikant (-Kreiz)","F","175","66","Israel",112
25353,"Enrico Fabris","M","189","80","Italy",113
25354,"Minski Fabris","M","189","81","Yugoslavia",220
25355,"Andrea Facchin","M","182","79","Italy",113
25356,"Walter Facchinetti","M","180","81","Italy",113
25357,"Adriano Facchini","M","177","76","Italy",113
25358,"Loris Facci","M","177","72","Italy",113
25359,"Roberta Faccin","F","180","68","Italy",113
25360,"Andrea Faccini","M","178","75","Italy",113
25361,"Simone Facey","F","162","53","Jamaica",114
25362,"Holger Fach","M","185","70","West Germany",
25363,"Ghassan Faddoul","M","180","95","Lebanon",125
25364,"Imad Faddoul","M","175","82","Lebanon",125
25365,"Aigars Fadejevs","M","175","69","Latvia",124
25366,"Esa Ibrahim Fadel Al-Muqla","M",,,"Bahrain",17
25367,"Mohammed Fadel Hassan","M",,,"Iraq",109
25368,"Gernot Faderbauer","M","180","75","Austria",14
25369,"Harald Faderbauer","M","192","90","Austria",14
25370,"Aleksandr Vladimirovich Fadeyev","M","165","63","Soviet Union",
25371,"Aleksey Fadeyev","M","184","72","Russia",181
25372,"Mariya Ivanovna Fadeyeva (-Aleksashina)","F","178","78","Soviet Union",
25373,"Khaled Fadhel","M","185","80","Tunisia",226
25374,"Mustapha Fadli","M","168","60","Morocco",149
25375,"Hamid Bahi Fadul","M",,,"Sudan",212
25376,"Arsen Suleymanovich Fadzayev","M","168","68","Soviet Union",
25377,"Ahmed Fadzil Zainal Abidin","M","175","70","Malaysia",134
25378,"Saad Fadzil","M","163","64","Malaysia",134
25379,"Grard Faetibolt","M","176","78","France",80
25380,"Ana Faez Miclin","F","169","75","Cuba",57
25381,"Benjamin Fafale","M",,"69","Solomon Islands",204
25382,"Eleftherios  Fafalis","M","180","77","Greece",90
25383,"Mario Fafangel","M","172","87","Cha-Cha III",220
25384,"Jacek Fafiski","M","193","92","Poland",174
25385,"Sergio Jorge Fafitine","M","175",,"Mozambique",150
25386,"Darren Michael Fagan","M","176","69","Australia",13
25387,"Martin Fagan","M","183","65","Ireland",110
25388,"Robert  Fagan","M","185","88","Canada",41
25389,"Zoltan Fagarasi","M","185","83","Romania",180
25390,"Temitope  Fagbenle","F","192","79","Great Britain",234
25391,"Jonas Frederik Fager","M","189","90","Sweden",215
25392,"Jan-Roar Fagerli","M","187","87","Norway",164
25393,"Lennart Sven Arne Fagerlund","M","175","64","Sweden",215
25394,"Reino Kalevi Fagerlund","M","157","61","Finland",79
25395,"Pl Arne Fagernes","M","185","96","Norway",164
25396,"Anna Linda Christine Fagerstrm","F","168","55","Sweden",215
25397,"Jean Faggion","M","180","78","France",80
25398,"Alice Fagioli","F","170","62","Italy",113
25399,"Orazio Fagone","M","170","68","Italy",113
25400,"Jean-Nol Fagot","M",,,"France",80
25401,"Johan Ulrik Gunnar Fagrell","M","195","82","Sweden",215
25402,"Catarina Fagundes","F","170","65","Portugal",175
25403,"Gabriella Fagundez","F","170","66","Sweden",215
25404,"Franz Fh","M","170","62","Switzerland",216
25405,"Simon Fh","M","179","78","Switzerland",216
25406,"Urs Fh","M",,,"Switzerland",216
25407,"Anthony Louis Fahden","M","181","71","United States",238
25408,"Thomas John Fahey","M","162","66","Australia",13
25409,"Mustapha Fahim","M","173","71","Morocco",149
25410,"Wael Fahim","M","180","80","Egypt",69
25411,"Sven Yngve Fahln","M","178","78","Sweden",215
25412,"Sonia Emilia Marie Fahlin","F","176","62","Sweden",215
25413,"Raoul Bengt Fahlin","M","178","70","Sweden",215
25414,"Jenny Fhndrich","F","165","70","Switzerland",216
25415,"Markus Fhndrich","M","174","67","Switzerland",216
25416,"Bernhard Fahner","M","179","69","Switzerland",216
25417,"Gabriele  Fhnrich","F","155","46","East Germany",
25418,"Matthias Fahrig","M","165","55","Germany",87
25419,"Thomas Fahrner","M","187","80","West Germany",
25420,"Linda Fahrni","F","157","56","Switzerland",216
25421,"Johann  Fahsl","M","191","115","Germany",87
25422,"Stephen Fahy","M","183","84","Bermuda",24
25423,"Maura Ftima Santos Faial","F","174","60","Angola",6
25424,"Arletta Faidiga","F","170","60","Italy",113
25425,"Federica Faiella","F","166","55","Italy-2",113
25426,"smail Faikolu","M","165","65","Turkey",227
25427,"Stanley Clair  Fail","M","180","77","United States",238
25428,"Walter Failer","M","179","73","Austria",14
25429,"James John W. Fair","M","185","79","Great Britain",234
25430,"Keith Fair","M","180","83","Switzerland",216
25431,"Lorraine Ming  Fair","F","160","56","United States",238
25432,"Nicholas  Fairall","M","180","68","United States",238
25433,"John Fairbairn","M","177","75","Canada",41
25434,"David William Fairbank","M","193","72","United States",238
25435,"James Howard Fairbank","M","193","96","Puerto Rico",176
25436,"Crawford William Fairbrother","M","187","76","Great Britain",234
25437,"Kelsi Melanie Fairbrother","F","160","68","Great Britain",234
25438,"Nicola Kim Fairbrother","F","160","56","Great Britain",234
25439,"Neroli Susan Fairhall","F","168","54","New Zealand",157
25440,"Suzanne Helen  Fairhurst","F","182","68","Australia",13
25441,"Stephen Fairless","M","186","80","Australia",13
25442,"Kate Fairweather (-Schmidt)","F","164","60","Australia",13
25443,"Simon John Fairweather","M","175","71","Australia",13
25444,"Abdul Malik Faisal","M","172","66","Indonesia",107
25445,"Ajmal Faisal","M","160","52","Afghanistan",1
25446,"Vigilio Fait","M","182","84","Italy",113
25447,"Mria Faithov-Mranov","F","172","63","Czechoslovakia",
25448,"Vra Faitlov","F","165","58","Czechoslovakia",
25449,"Mathieu Faivre","M","175","78","France",80
25450,"Virginie Faivre","F","155","48","Switzerland",216
25451,"Anouk Faivre Picon","F","167","58","France",80
25452,"Didier Faivre-Pierret","M","182","70","France",80
25453,"Muhammad Faiz","M","176","79","Pakistan",166
25454,"Ajmal Faizzada","M","173","66","Afghanistan",1
25455,"Claudia Carolina Fajardo Rodrguez","F","160","117","Honduras",103
25456,"Denisse Fajardo Garca","F","171","62","Peru",171
25457,"Moiss Fajardo Prez","M","173","70","Spain",209
25458,"Sharif Karim Fajardo","M","210","106","Puerto Rico",176
25459,"Sharon Paola Fajardo Sierra","F","158","54","Honduras",103
25460,"William Fajardo","M","178","67","Mexico",143
25461,"Fouad Fajari","M","166","55","Morocco",149
25462,"Pawe Fajdek","M","186","126","Poland",174
25463,"Petar Fajfri","M","180","80","Yugoslavia",220
25464,"Csaba Fajkusz","M","167","64","Hungary",104
25465,"Jn Fajstavr","M","185","79","Czechoslovakia",
25466,"Stanislav Fajstavr","M","173","73","Czechoslovakia",
25467,"Jakov Fak","M","181","80","Croatia",56
25468,"Maria Faka","F","163","75","Greece",90
25469,"Ibrahim Fakhr El-Din","M","193","79","Egypt",69
25470,"Omnia Abdel Khalek Fakhry","F","165","53","Egypt",69
25471,"Ali Faki","M","163","57","Malawi",133
25472,"Khaled Falah","M","160","51","Syria",217
25473,"Jan Falandys","M","156","48","Poland",174
25474,"Lucia Falasca","F","171","64","Argentina",10
25475,"Miguel ngel Falasca Fernndez","M","194","90","Spain",209
25476,"Matej Falat","M","185","83","Slovakia",202
25477,"Natlia Falavigna Silva","F","178","69","Brazil",31
25478,"Iuliu Falb","M","177","69","Romania",180
25479,"Marinella Falca","F","167","50","Italy",113
25480,"Paulo Roberto Falco","M","178","67","Brazil",31
25481,"Mara Joo Falco","F","156","40","Portugal",175
25482,"Nelson Falco","M","180","75","Brazil",31
25483,"Yamaguchi Falco Florentino","M","181","77","Brazil",31
25484,"Fernando Gustavo Falchetto Antognini","M",,,"Argentina",10
25485,"Marco Falchetto","M","180","73","Austria",14
25486,"Paolo Falchini","M","183","66","Italy",113
25487,"Mnica Jacqueline Falcioni Costa","F","167","64","Uruguay",239
25488,"Hildegard Falck (Janze-, -Kimmich)","F","173","58","West Germany",
25489,"Ismo Kalevi Falck","M","172","70.5","Finland",79
25490,"Ennio Falco","M","166","63","Italy",113
25491,"Alberto Falcn Cabrera","M","182","78","Spain",209
25492,"Iris Rocio Falcn Dorita","F","175","78","Peru",171
25493,"Jos Luis Falcn Echegoyen","M","182","82","Spain",209
25494,"Nara Lorena Falcn Artega","F","168","55","Mexico",143
25495,"Rodolfo Antonio Falcn Cabrera","M","186","83","Cuba",57
25496,"Carlo Falcone","M",,,"Antigua and Barbuda",9
25497,"Marco Falcone","M","185","71","Italy",113
25498,"Ricardo Falconi","M","175","73","Chile",45
25499,"Gbor Faldum","M","172","65","Hungary",104
25500,"Tualau Fale","M","184","90","Tonga",224
25501,"Raymond Lawrence  Fales","M","177","77","United States-1",238
25502,"Dana Faletic","F","178","74","Australia",13
25503,"Katelyn Falgowski","F","168","63","United States",238
25504,"Fahmi Falih","M","177","66","Iraq",109
25505,"Abdellah Falil","M","163","63","Morocco",149
25506,"Didier Falise","M","182","75","Belgium",21
25507,"Hanna Linna Falk","F","167","65","Sweden",215
25508,"Hans Thomas Sren Falk","M","173","72","Sweden",215
25509,"Ulrich  Falk","M","190","92","Switzerland",216
25510,"Rolf Falk-Larssen","M","173","67","Norway",164
25511,"Martina Falke (Taudte-)","F","160","56","East Germany",
25512,"Gun Ann-Charlotte  Falkenbck (-Bergqvist)","F","162","50","Sweden",215
25513,"Kai Falkenthal","M","197","100","Germany",87
25514,"Craig Dean Falkman","M","180","95","United States",238
25515,"Grigory Alekseyevich Falko","M","187","72","Russia",181
25516,"Leif Roar Falkum","M","186","72","Norway",164
25517,"Abdou Fall","M","173","60","Senegal",196
25518,"Adama Fall","M","172","72","Senegal",196
25519,"Aicha Bilal Fall","F","160","46","Mauritania",140
25520,"Ada Fall","F","193","95","Senegal",196
25521,"Assane Dame Fall","M",,"78","Senegal",196
25522,"Cheikh Amadou Fall","M","182","70","Senegal",196
25523,"El Hadji Djibril Fall","M","190","81","Senegal",196
25524,"Fatou Bintou Fall","F","174","57","Senegal",196
25525,"Ibrahima Fall","M","185","70","Senegal",196
25526,"Issa Fall","M","175","65","Senegal",196
25527,"Malick Fall","M","188","76","Senegal",196
25528,"Mbarika Fall","F","176","73","Senegal",196
25529,"Moussa Fall","M","178","67","Senegal",196
25530,"Moussa Sagna Fall","M","190","73","Senegal",196
25531,"Oumar Fall","M","170","67","Senegal",196
25532,"Samba Fall","M","188","71","Mauritania",140
25533,"Serigne Fall","M",,,"Guinea",97
25534,"Alejandro Falla Ramrez","M","181","82","Colombia",51
25535,"Emilio Andrs Falla Buchely","M","170","60","Ecuador",68
25536,"Maiken Caspersen Falla","F","162",,"Norway",164
25537,"Abbas Fallah","M","180","90","Iran",108
25538,"Ali Akbar Fallah","M","168","68","Iran",108
25539,"Ruwen Faller","M","187","83","Germany",87
25540,"Catriona Mary Fallon","F","185","77","United States",238
25541,"Craig Patrick Fallon","M","167","63","Great Britain",234
25542,"Trisha Nicole  Fallon (-Dykstra)","F","190","74","Australia",13
25543,"Julio Csar Faln","M","190","82","Argentina",10
25544,"Marius Falquy","M",,,"France",80
25545,"Anthony  Falson","M","185","82","Australia",13
25546,"Ladislav Falta","M","179","90","Czechoslovakia",
25547,"Lenka Faltusov","F","166","61","Czech Republic",60
25548,"Stphanie Falzon","F","170","68","France",80
25549,"Rogelio Famatid","M","163","57","Philippines",172
25550,"Frank Steve Famiano","M","165","52","United States",238
25551,"ngel Antonio Famiglietti","M","158","56","Panama",168
